Cluster ID	Length
UniRef100_P10419	435
UniRef100_P10552	347
UniRef100_P10683	124
UniRef100_P10776	107
UniRef100_P11159	194
UniRef100_P11242	123
UniRef100_P11919	88
UniRef100_P12285	156
UniRef100_P12760	174
UniRef100_P12764	370
UniRef100_P12961	212
UniRef100_P13684	88
UniRef100_P14200	165
UniRef100_P14765	97
UniRef100_P14944	142
UniRef100_P15513	370
UniRef100_P16240	128
UniRef100_P17219	224
UniRef100_P17640	132
UniRef100_P17681	85
UniRef100_P17685	263
UniRef100_P17686	252
UniRef100_P18829	63
UniRef100_P18830	63
UniRef100_P18844	161
UniRef100_P19713	132
UniRef100_P19802	306
UniRef100_P19806	134
UniRef100_P19872	77
UniRef100_P20366	129
UniRef100_P20382	165
UniRef100_P20481	505
UniRef100_P21259	287
UniRef100_P21786	204
UniRef100_P22005	268
UniRef100_P22466	123
UniRef100_P25331	88
UniRef100_P25421	114
UniRef100_P27682	210
UniRef100_P28672	96
UniRef100_P28673	97
UniRef100_P28674	98
UniRef100_P30802	29
UniRef100_P33689	97
UniRef100_P33710	54
UniRef100_P33745	132
UniRef100_P34405	83
UniRef100_P35807	61
UniRef100_P35808	39
UniRef100_P41539	130
UniRef100_P41540	115
UniRef100_P41839	16
UniRef100_P41854	161
UniRef100_P41855	175
UniRef100_P41870	346
UniRef100_P41876	339
UniRef100_P42565	360
UniRef100_P42634	85
UniRef100_P47212	124
UniRef100_P47969	268
UniRef100_P48097	104
UniRef100_P48098	93
UniRef100_P48645	174
UniRef100_P49192	129
UniRef100_P49794	136
UniRef100_P50175	268
UniRef100_P55099	116
UniRef100_P55319	63
UniRef100_P55320	112
UniRef100_P55321	113
UniRef100_P55322	102
UniRef100_P55847	105
UniRef100_P56388	129
UniRef100_P56688	137
UniRef100_P56942	165
UniRef100_P56943	132
UniRef100_P57774	97
UniRef100_P61849	100
UniRef100_P61855	79
UniRef100_P67788	65
UniRef100_P67934	126
UniRef100_P69155	132
UniRef100_P81733	17
UniRef100_P81829	160
UniRef100_P83636	106
UniRef100_P83859	136
UniRef100_P83860	124
UniRef100_P83862	134
UniRef100_P85527	86
UniRef100_P85797	197
UniRef100_P85832	147
UniRef100_P86442	92
UniRef100_P91889	331
UniRef100_Q00676	146
UniRef100_Q01133	334
UniRef100_Q07892	97
UniRef100_Q07981	305
UniRef100_Q08819	487
UniRef100_Q09367	134
UniRef100_Q09982	105
UniRef100_Q0VBW8	145
UniRef100_Q13519	176
UniRef100_Q16568	116
UniRef100_Q16992	514
UniRef100_Q16994	429
UniRef100_Q16998	164
UniRef100_Q16N80	171
UniRef100_Q17093	126
UniRef100_Q17128	72
UniRef100_Q17AN4	137
UniRef100_Q18184	89
UniRef100_Q18502	102
UniRef100_Q19165	170
UniRef100_Q1MX22	177
UniRef100_Q21156	110
UniRef100_Q23212	184
UniRef100_Q24049	180
UniRef100_Q25060	419
UniRef100_Q25154	134
UniRef100_Q25413	350
UniRef100_Q25461	196
UniRef100_Q25588	135
UniRef100_Q25589	135
UniRef100_Q25683	137
UniRef100_Q25686	290
UniRef100_Q26181	80
UniRef100_Q26377	154
UniRef100_Q26491	130
UniRef100_Q27225	113
UniRef100_Q27441	92
UniRef100_Q28409	187
UniRef100_Q295C6	139
UniRef100_Q295T3	289
UniRef100_Q299B0	161
UniRef100_Q29B55	102
UniRef100_Q29CA0	155
UniRef100_Q29KK2	290
UniRef100_Q2V2G5	106
UniRef100_Q2VF17	240
UniRef100_Q3B7B1	189
UniRef100_Q3UZW2	248
UniRef100_Q5DW47	107
UniRef100_Q5H8A1	153
UniRef100_Q5H8A2	152
UniRef100_Q5H8A3	153
UniRef100_Q5ISR7	234
UniRef100_Q5PZ00	264
UniRef100_Q5W1L3	153
UniRef100_Q5W1L4	154
UniRef100_Q5W1L5	154
UniRef100_Q5XGN0	262
UniRef100_Q5XXR2	165
UniRef100_Q5Y3C6	264
UniRef100_Q5Y3D1	256
UniRef100_Q5Y4B6	251
UniRef100_Q60478	245
UniRef100_Q60541	130
UniRef100_Q62923	181
UniRef100_Q64387	187
UniRef100_Q68RJ9	116
UniRef100_Q6KEQ0	53
UniRef100_Q6RUW3	97
UniRef100_Q6YIR4	264
UniRef100_Q70XC3	182
UniRef100_Q71DC3	86
UniRef100_Q75UG5	171
UniRef100_Q76CL2	97
UniRef100_Q7M3V5	140
UniRef100_Q7PTL2	187
UniRef100_Q7Q7R8	89
UniRef100_Q7SZV5	100
UniRef100_Q7YX32	92
UniRef100_Q810H5	117
UniRef100_Q863H5	128
UniRef100_Q867W1	76
UniRef100_Q868F8	125
UniRef100_Q868G6	339
UniRef100_Q86MA7	862
UniRef100_Q86N75	101
UniRef100_Q8CE23	124
UniRef100_Q8I6S2	92
UniRef100_Q8I6S3	87
UniRef100_Q8IA34	163
UniRef100_Q8ISH7	742
UniRef100_Q8JIM3	221
UniRef100_Q8K1M5	185
UniRef100_Q8K4P1	119
UniRef100_Q8K4P2	119
UniRef100_Q8MI35	152
UniRef100_Q8MJV4	122
UniRef100_Q8MP00	90
UniRef100_Q8MPY9	84
UniRef100_Q8N729	165
UniRef100_Q8NG41	125
UniRef100_Q8R413	107
UniRef100_Q8SQD7	115
UniRef100_Q8T0Y7	141
UniRef100_Q8WRC7	125
UniRef100_Q90WF4	99
UniRef100_Q91504	126
UniRef100_Q91W27	100
UniRef100_Q94676	117
UniRef100_Q95104	258
UniRef100_Q95NM2	102
UniRef100_Q95P14	103
UniRef100_Q95P23	837
UniRef100_Q95YM4	103
UniRef100_Q95ZN4	74
UniRef100_Q962Y7	192
UniRef100_Q96A98	100
UniRef100_Q9BDP9	66
UniRef100_Q9DGD4	173
UniRef100_Q9DGK7	96
UniRef100_Q9ESQ8	188
UniRef100_Q9ESQ9	203
UniRef100_Q9GLF6	130
UniRef100_Q9GM96	196
UniRef100_Q9GQV7	128
UniRef100_Q9GSA4	113
UniRef100_Q9GSL0	331
UniRef100_Q9HC23	129
UniRef100_Q9HCQ7	196
UniRef100_Q9I8P2	97
UniRef100_Q9I8P3	96
UniRef100_Q9I9D3	95
UniRef100_Q9I9M0	267
UniRef100_Q9I9M1	266
UniRef100_Q9N4V0	208
UniRef100_Q9NDE7	156
UniRef100_Q9NDE8	735
UniRef100_Q9NGP0	113
UniRef100_Q9NIP6	151
UniRef100_Q9NL55	110
UniRef100_Q9NL82	266
UniRef100_Q9NL83	251
UniRef100_Q9PT98	97
UniRef100_Q9PT99	99
UniRef100_Q9PTA0	99
UniRef100_Q9PW68	97
UniRef100_Q9QXK8	174
UniRef100_Q9QXQ6	115
UniRef100_Q9QXU7	128
UniRef100_Q9QXU9	260
UniRef100_Q9QXV0	258
UniRef100_Q9TT95	120
UniRef100_Q9TUX7	115
UniRef100_Q9U0S9	89
UniRef100_Q9U5D2	120
UniRef100_Q9UB97	403
UniRef100_Q9UBC7	116
UniRef100_Q9UHF0	121
UniRef100_Q9UHG2	260
UniRef100_Q9VC44	151
UniRef100_Q9VCW0	151
UniRef100_Q9VET0	102
UniRef100_Q9VG55	191
UniRef100_Q9VGE8	289
UniRef100_Q9VIQ0	281
UniRef100_Q9VQ66	64
UniRef100_Q9VU58	86
UniRef100_Q9VV28	90
UniRef100_Q9VVF7	211
UniRef100_Q9W0W6	309
UniRef100_Q9WVA8	114
UniRef100_Q9WVA9	114
UniRef100_Q9XSW6	97
UniRef100_Q9XVX1	89
UniRef100_Q9XWV7	143
UniRef100_S7N7I6	199
UniRef100_S7N9R8	252
UniRef100_S9WUJ1	256
UniRef100_S9WXU1	266
UniRef100_S9Y8E8	176
UniRef100_U6CS49	175
UniRef100_U6DW11	140
UniRef100_W5LDQ0	269
UniRef100_W5LDQ2	258
UniRef100_W5MDH5	256
UniRef100_W5NGA3	235
UniRef100_W5PZX4	176
